season,round,constructorRef,constructorId,raceId,points_after_race,wins_after_race,position_after_race,positionText,constructorStandingsId,points,wins,position
1994,16,jordan,17,272,28.0,0,5,5,25502,25.0,0.0,5.0
1994,16,ligier,27,272,13.0,0,6,6,25508,11.0,0.0,8.0
1994,16,tyrrell,25,272,13.0,0,7,7,25503,13.0,0.0,6.0
1994,16,sauber,15,272,12.0,0,8,8,25504,12.0,0.0,7.0
1994,16,footwork,29,272,9.0,0,9,9,25511,9.0,0.0,9.0
1994,16,minardi,18,272,5.0,0,10,10,25506,5.0,0.0,10.0
1994,16,larrousse,33,272,2.0,0,11,11,25507,2.0,0.0,11.0
1994,16,team_lotus,32,272,0.0,0,12,12,25505,0.0,0.0,12.0
1994,16,simtek,31,272,0.0,0,13,13,25509,0.0,0.0,13.0
1994,16,pacific,30,272,0.0,0,14,14,25512,0.0,0.0,14.0
1995,1,benetton,22,240,10.0,1,1,1,5037,0.0,0.0,0.0
1995,1,williams,3,240,6.0,0,2,2,5038,0.0,0.0,0.0
1995,1,ferrari,6,240,6.0,0,3,3,5039,0.0,0.0,0.0
1995,1,mclaren,1,240,4.0,0,4,4,5040,0.0,0.0,0.0
1995,1,tyrrell,25,240,0.0,0,5,5,5041,0.0,0.0,0.0
1995,1,ligier,27,240,0.0,0,6,6,5042,0.0,0.0,0.0
1995,1,pacific,30,240,0.0,0,7,7,5043,0.0,0.0,0.0
1995,1,forti,28,240,0.0,0,8,8,5044,0.0,0.0,0.0
1995,2,benetton,22,241,17.0,1,1,1,5045,10.0,1.0,1.0
1995,2,williams,3,241,16.0,1,2,2,5046,6.0,0.0,2.0
1995,2,ferrari,6,241,13.0,0,3,3,5047,6.0,0.0,3.0
1995,2,mclaren,1,241,4.0,0,4,4,5048,4.0,0.0,4.0
1995,2,sauber,15,241,2.0,0,5,5,5053,0.0,0.0,0.0
1995,2,ligier,27,241,0.0,0,6,6,5050,0.0,0.0,6.0
1995,2,tyrrell,25,241,0.0,0,7,7,5049,0.0,0.0,5.0
1995,2,pacific,30,241,0.0,0,8,8,5051,0.0,0.0,7.0
1995,2,simtek,31,241,0.0,0,9,9,5054,0.0,0.0,0.0
1995,2,forti,28,241,0.0,0,10,10,5052,0.0,0.0,8.0
1995,3,williams,3,242,29.0,2,1,1,5056,16.0,1.0,2.0
1995,3,ferrari,6,242,23.0,0,2,2,5057,13.0,0.0,3.0
1995,3,benetton,22,242,17.0,1,3,3,5055,17.0,1.0,1.0
1995,3,mclaren,1,242,6.0,0,4,4,5058,4.0,0.0,4.0
1995,3,sauber,15,242,3.0,0,5,5,5063,2.0,0.0,5.0
1995,3,ligier,27,242,0.0,0,6,6,5060,0.0,0.0,6.0
1995,3,tyrrell,25,242,0.0,0,7,7,5059,0.0,0.0,7.0
1995,3,jordan,17,242,0.0,0,8,8,5065,0.0,0.0,0.0
1995,3,pacific,30,242,0.0,0,9,9,5061,0.0,0.0,8.0
1995,3,simtek,31,242,0.0,0,10,10,5064,0.0,0.0,9.0
1995,3,forti,28,242,0.0,0,11,11,5062,0.0,0.0,10.0
1995,3,minardi,18,242,0.0,0,12,12,5066,0.0,0.0,0.0
1995,3,footwork,29,242,0.0,0,13,13,5067,0.0,0.0,0.0
1995,4,benetton,22,243,33.0,2,1,1,5068,17.0,1.0,3.0
1995,4,williams,3,243,32.0,2,2,2,5069,29.0,2.0,1.0
1995,4,ferrari,6,243,27.0,0,3,3,5070,23.0,0.0,2.0
1995,4,mclaren,1,243,6.0,0,4,4,5071,6.0,0.0,4.0
1995,4,sauber,15,243,3.0,0,5,5,5076,3.0,0.0,5.0
1995,4,jordan,17,243,2.0,0,6,6,5078,0.0,0.0,8.0
1995,4,ligier,27,243,1.0,0,7,7,5073,0.0,0.0,6.0
1995,4,tyrrell,25,243,0.0,0,8,8,5072,0.0,0.0,7.0
1995,4,simtek,31,243,0.0,0,9,9,5077,0.0,0.0,10.0
1995,4,pacific,30,243,0.0,0,10,10,5074,0.0,0.0,9.0
1995,4,forti,28,243,0.0,0,11,11,5075,0.0,0.0,11.0
1995,4,footwork,29,243,0.0,0,12,12,5080,0.0,0.0,13.0
1995,4,minardi,18,243,0.0,0,13,13,5079,0.0,0.0,12.0
1995,5,benetton,22,244,46.0,3,1,1,5081,33.0,2.0,1.0
1995,5,williams,3,244,38.0,2,2,2,5082,32.0,2.0,2.0
1995,5,ferrari,6,244,31.0,0,3,3,5083,27.0,0.0,3.0
1995,5,mclaren,1,244,8.0,0,4,4,5084,6.0,0.0,4.0
1995,5,sauber,15,244,4.0,0,5,5,5089,3.0,0.0,5.0
1995,5,jordan,17,244,2.0,0,6,6,5091,2.0,0.0,6.0
1995,5,ligier,27,244,1.0,0,7,7,5086,1.0,0.0,7.0
1995,5,tyrrell,25,244,0.0,0,8,8,5085,0.0,0.0,8.0
1995,5,minardi,18,244,0.0,0,9,9,5092,0.0,0.0,13.0
1995,5,footwork,29,244,0.0,0,10,10,5093,0.0,0.0,12.0
1995,5,simtek,31,244,0.0,0,11,11,5090,0.0,0.0,9.0
1995,5,pacific,30,244,0.0,0,12,12,5087,0.0,0.0,10.0
1995,5,forti,28,244,0.0,0,13,13,5088,0.0,0.0,11.0
1995,6,benetton,22,245,48.0,3,1,1,5094,46.0,3.0,1.0
1995,6,ferrari,6,245,41.0,1,2,2,5096,31.0,0.0,3.0
1995,6,williams,3,245,38.0,2,3,3,5095,38.0,2.0,2.0
1995,6,jordan,17,245,12.0,0,4,4,5104,2.0,0.0,6.0
1995,6,mclaren,1,245,8.0,0,5,5,5097,8.0,0.0,4.0
1995,6,ligier,27,245,4.0,0,6,6,5099,1.0,0.0,7.0
1995,6,sauber,15,245,4.0,0,7,7,5102,4.0,0.0,5.0
1995,6,footwork,29,245,1.0,0,8,8,5106,0.0,0.0,10.0
1995,6,tyrrell,25,245,0.0,0,9,9,5098,0.0,0.0,8.0
1995,6,minardi,18,245,0.0,0,10,10,5105,0.0,0.0,9.0
1995,6,simtek,31,245,0.0,0,11,11,5103,0.0,0.0,11.0
1995,6,pacific,30,245,0.0,0,12,12,5100,0.0,0.0,12.0
1995,6,forti,28,245,0.0,0,13,13,5101,0.0,0.0,13.0
1995,7,benetton,22,246,58.0,4,1,1,5107,48.0,3.0,1.0
1995,7,williams,3,246,48.0,2,2,2,5108,38.0,2.0,3.0
1995,7,ferrari,6,246,43.0,1,3,3,5109,41.0,1.0,2.0
1995,7,jordan,17,246,13.0,0,4,4,5117,12.0,0.0,4.0
1995,7,mclaren,1,246,8.0,0,5,5,5110,8.0,0.0,5.0
1995,7,ligier,27,246,7.0,0,6,6,5112,4.0,0.0,6.0
1995,7,sauber,15,246,4.0,0,7,7,5115,4.0,0.0,7.0
1995,7,footwork,29,246,1.0,0,8,8,5119,1.0,0.0,8.0
1995,7,tyrrell,25,246,0.0,0,9,9,5111,0.0,0.0,9.0
1995,7,minardi,18,246,0.0,0,10,10,5118,0.0,0.0,10.0
1995,7,simtek,31,246,0.0,0,11,11,5116,0.0,0.0,11.0
1995,7,pacific,30,246,0.0,0,12,12,5113,0.0,0.0,12.0
1995,7,forti,28,246,0.0,0,13,13,5114,0.0,0.0,13.0
1995,8,benetton,22,247,68.0,5,1,1,5120,58.0,4.0,1.0
1995,8,williams,3,247,52.0,2,2,2,5121,48.0,2.0,2.0
1995,8,ferrari,6,247,49.0,1,3,3,5122,43.0,1.0,3.0
1995,8,jordan,17,247,13.0,0,4,4,5130,13.0,0.0,4.0
1995,8,ligier,27,247,10.0,0,5,5,5125,7.0,0.0,6.0
1995,8,mclaren,1,247,10.0,0,6,6,5123,8.0,0.0,5.0
1995,8,sauber,15,247,5.0,0,7,7,5128,4.0,0.0,7.0
1995,8,footwork,29,247,1.0,0,8,8,5132,1.0,0.0,8.0
1995,8,tyrrell,25,247,0.0,0,9,9,5124,0.0,0.0,9.0
1995,8,minardi,18,247,0.0,0,10,10,5131,0.0,0.0,10.0
1995,8,simtek,31,247,0.0,0,11,11,5129,0.0,0.0,11.0
1995,8,pacific,30,247,0.0,0,12,12,5126,0.0,0.0,12.0
1995,8,forti,28,247,0.0,0,13,13,5127,0.0,0.0,13.0
1995,9,benetton,22,248,81.0,6,1,1,5133,68.0,5.0,1.0
1995,9,williams,3,248,58.0,2,2,2,5134,52.0,2.0,2.0
1995,9,ferrari,6,248,53.0,1,3,3,5135,49.0,1.0,3.0
1995,9,jordan,17,248,13.0,0,4,4,5143,13.0,0.0,4.0
1995,9,ligier,27,248,11.0,0,5,5,5138,10.0,0.0,5.0
1995,9,mclaren,1,248,10.0,0,6,6,5136,10.0,0.0,6.0
1995,9,sauber,15,248,7.0,0,7,7,5141,5.0,0.0,7.0
1995,9,footwork,29,248,1.0,0,8,8,5145,1.0,0.0,8.0
1995,9,tyrrell,25,248,0.0,0,9,9,5137,0.0,0.0,9.0
1995,9,minardi,18,248,0.0,0,10,10,5144,0.0,0.0,10.0
1995,9,pacific,30,248,0.0,0,11,11,5139,0.0,0.0,12.0
1995,9,simtek,31,248,0.0,0,12,12,5142,0.0,0.0,11.0
1995,9,forti,28,248,0.0,0,13,13,5140,0.0,0.0,13.0
1995,10,benetton,22,249,84.0,6,1,1,5146,81.0,6.0,1.0
1995,10,williams,3,249,74.0,3,2,2,5147,58.0,2.0,2.0
1995,10,ferrari,6,249,57.0,1,3,3,5148,53.0,1.0,3.0
1995,10,jordan,17,249,13.0,0,4,4,5156,13.0,0.0,4.0
1995,10,ligier,27,249,12.0,0,5,5,5151,11.0,0.0,5.0
1995,10,mclaren,1,249,10.0,0,6,6,5149,10.0,0.0,6.0
1995,10,sauber,15,249,9.0,0,7,7,5154,7.0,0.0,7.0
1995,10,footwork,29,249,1.0,0,8,8,5158,1.0,0.0,8.0
1995,10,tyrrell,25,249,0.0,0,9,9,5150,0.0,0.0,9.0
1995,10,minardi,18,249,0.0,0,10,10,5157,0.0,0.0,10.0
1995,10,pacific,30,249,0.0,0,11,11,5152,0.0,0.0,11.0
1995,10,simtek,31,249,0.0,0,12,12,5155,0.0,0.0,12.0
1995,10,forti,28,249,0.0,0,13,13,5153,0.0,0.0,13.0
1995,11,benetton,22,250,94.0,7,1,1,5159,84.0,6.0,1.0
1995,11,williams,3,250,80.0,3,2,2,5160,74.0,3.0,2.0
1995,11,ferrari,6,250,57.0,1,3,3,5161,57.0,1.0,3.0
1995,11,ligier,27,250,16.0,0,4,4,5164,12.0,0.0,5.0
1995,11,jordan,17,250,14.0,0,5,5,5169,13.0,0.0,4.0
1995,11,mclaren,1,250,12.0,0,6,6,5162,10.0,0.0,6.0
1995,11,sauber,15,250,12.0,0,7,7,5167,9.0,0.0,7.0
1995,11,footwork,29,250,1.0,0,8,8,5171,1.0,0.0,8.0
1995,11,tyrrell,25,250,0.0,0,9,9,5163,0.0,0.0,9.0
1995,11,minardi,18,250,0.0,0,10,10,5170,0.0,0.0,10.0
1995,11,pacific,30,250,0.0,0,11,11,5165,0.0,0.0,11.0
1995,11,simtek,31,250,0.0,0,12,12,5168,0.0,0.0,12.0
1995,11,forti,28,250,0.0,0,13,13,5166,0.0,0.0,13.0
1995,12,benetton,22,251,104.0,8,1,1,5172,94.0,7.0,1.0
1995,12,williams,3,251,80.0,3,2,2,5173,80.0,3.0,2.0
1995,12,ferrari,6,251,57.0,1,3,3,5174,57.0,1.0,3.0
1995,12,mclaren,1,251,21.0,0,4,4,5175,12.0,0.0,6.0
1995,12,sauber,15,251,17.0,0,5,5,5180,12.0,0.0,7.0
1995,12,ligier,27,251,16.0,0,6,6,5177,16.0,0.0,4.0
1995,12,jordan,17,251,14.0,0,7,7,5182,14.0,0.0,5.0
1995,12,tyrrell,25,251,2.0,0,8,8,5176,0.0,0.0,9.0
1995,12,footwork,29,251,1.0,0,9,9,5184,1.0,0.0,8.0
1995,12,minardi,18,251,0.0,0,10,10,5183,0.0,0.0,10.0
1995,12,pacific,30,251,0.0,0,11,11,5178,0.0,0.0,11.0
1995,12,forti,28,251,0.0,0,12,12,5179,0.0,0.0,13.0
1995,12,simtek,31,251,0.0,0,13,13,5181,0.0,0.0,12.0
1995,13,benetton,22,252,110.0,8,1,1,5185,104.0,8.0,1.0
1995,13,williams,3,252,94.0,4,2,2,5186,80.0,3.0,2.0
1995,13,ferrari,6,252,62.0,1,3,3,5187,57.0,1.0,3.0
1995,13,mclaren,1,252,21.0,0,4,4,5188,21.0,0.0,4.0
1995,13,sauber,15,252,18.0,0,5,5,5193,17.0,0.0,5.0
1995,13,ligier,27,252,16.0,0,6,6,5190,16.0,0.0,6.0
1995,13,jordan,17,252,14.0,0,7,7,5195,14.0,0.0,7.0
1995,13,tyrrell,25,252,2.0,0,8,8,5189,2.0,0.0,8.0
1995,13,footwork,29,252,1.0,0,9,9,5197,1.0,0.0,9.0
1995,13,minardi,18,252,0.0,0,10,10,5196,0.0,0.0,10.0
1995,13,pacific,30,252,0.0,0,11,11,5191,0.0,0.0,11.0
1995,13,forti,28,252,0.0,0,12,12,5192,0.0,0.0,12.0
1995,13,simtek,31,252,0.0,0,13,13,5194,0.0,0.0,13.0
1995,14,benetton,22,253,122.0,9,1,1,5198,110.0,8.0,1.0
1995,14,williams,3,253,98.0,4,2,2,5199,94.0,4.0,2.0
1995,14,ferrari,6,253,68.0,1,3,3,5200,62.0,1.0,3.0
1995,14,mclaren,1,253,21.0,0,4,4,5201,21.0,0.0,4.0
1995,14,jordan,17,253,18.0,0,5,5,5208,14.0,0.0,7.0
1995,14,sauber,15,253,18.0,0,6,6,5206,18.0,0.0,5.0
1995,14,ligier,27,253,16.0,0,7,7,5203,16.0,0.0,6.0
1995,14,tyrrell,25,253,2.0,0,8,8,5202,2.0,0.0,8.0
1995,14,footwork,29,253,1.0,0,9,9,5210,1.0,0.0,9.0
1995,14,minardi,18,253,0.0,0,10,10,5209,0.0,0.0,10.0
1995,14,pacific,30,253,0.0,0,11,11,5204,0.0,0.0,11.0
1995,14,forti,28,253,0.0,0,12,12,5205,0.0,0.0,12.0
1995,14,simtek,31,253,0.0,0,13,13,5207,0.0,0.0,13.0
1995,15,benetton,22,254,133.0,10,1,1,5211,122.0,9.0,1.0
1995,15,williams,3,254,108.0,4,2,2,5212,98.0,4.0,2.0
1995,15,ferrari,6,254,73.0,1,3,3,5213,68.0,1.0,3.0
1995,15,mclaren,1,254,21.0,0,4,4,5214,21.0,0.0,4.0
1995,15,jordan,17,254,18.0,0,5,5,5221,18.0,0.0,5.0
1995,15,sauber,15,254,18.0,0,6,6,5219,18.0,0.0,6.0
1995,15,ligier,27,254,16.0,0,7,7,5216,16.0,0.0,7.0
1995,15,tyrrell,25,254,2.0,0,8,8,5215,2.0,0.0,8.0
1995,15,footwork,29,254,1.0,0,9,9,5223,1.0,0.0,9.0
1995,15,minardi,18,254,0.0,0,10,10,5222,0.0,0.0,10.0
1995,15,pacific,30,254,0.0,0,11,11,5217,0.0,0.0,11.0
1995,15,forti,28,254,0.0,0,12,12,5218,0.0,0.0,12.0
1995,15,simtek,31,254,0.0,0,13,13,5220,0.0,0.0,13.0
1995,16,benetton,22,255,147.0,11,1,1,5224,133.0,10.0,1.0
1995,16,williams,3,255,108.0,4,2,2,5225,108.0,4.0,2.0
1995,16,ferrari,6,255,73.0,1,3,3,5226,73.0,1.0,3.0
1995,16,mclaren,1,255,27.0,0,4,4,5227,21.0,0.0,4.0
1995,16,jordan,17,255,21.0,0,5,5,5234,18.0,0.0,5.0
1995,16,ligier,27,255,18.0,0,6,6,5229,16.0,0.0,7.0
1995,16,sauber,15,255,18.0,0,7,7,5232,18.0,0.0,6.0
1995,16,tyrrell,25,255,3.0,0,8,8,5228,2.0,0.0,8.0
1995,16,footwork,29,255,1.0,0,9,9,5236,1.0,0.0,9.0
1995,16,minardi,18,255,0.0,0,10,10,5235,0.0,0.0,10.0
1995,16,pacific,30,255,0.0,0,11,11,5230,0.0,0.0,11.0
1995,16,forti,28,255,0.0,0,12,12,5231,0.0,0.0,12.0
1995,16,simtek,31,255,0.0,0,13,13,5233,0.0,0.0,13.0
1995,17,benetton,22,256,147.0,11,1,1,5237,147.0,11.0,1.0
1995,17,williams,3,256,118.0,5,2,2,5238,108.0,4.0,2.0
1995,17,ferrari,6,256,73.0,1,3,3,5239,73.0,1.0,3.0
1995,17,mclaren,1,256,30.0,0,4,4,5240,27.0,0.0,4.0
1995,17,ligier,27,256,24.0,0,5,5,5242,18.0,0.0,6.0
1995,17,jordan,17,256,21.0,0,6,6,5247,21.0,0.0,5.0
1995,17,sauber,15,256,18.0,0,7,7,5245,18.0,0.0,7.0
1995,17,footwork,29,256,5.0,0,8,8,5249,1.0,0.0,9.0
1995,17,tyrrell,25,256,5.0,0,9,9,5241,3.0,0.0,8.0
1995,17,minardi,18,256,1.0,0,10,10,5248,0.0,0.0,10.0
1995,17,forti,28,256,0.0,0,11,11,5244,0.0,0.0,12.0
1995,17,pacific,30,256,0.0,0,12,12,5243,0.0,0.0,11.0
1995,17,simtek,31,256,0.0,0,13,13,5246,0.0,0.0,13.0
1996,1,williams,3,224,16.0,1,1,1,2418,0.0,0.0,0.0
1996,1,ferrari,6,224,4.0,0,2,2,2419,0.0,0.0,0.0
1996,1,benetton,22,224,3.0,0,3,3,2420,0.0,0.0,0.0
1996,1,mclaren,1,224,2.0,0,4,4,2421,0.0,0.0,0.0
1996,1,tyrrell,25,224,1.0,0,5,5,2422,0.0,0.0,0.0
1996,1,ligier,27,224,0.0,0,6,6,2423,0.0,0.0,0.0
1996,1,sauber,15,224,0.0,0,7,7,2424,0.0,0.0,0.0
1996,1,footwork,29,224,0.0,0,8,8,2425,0.0,0.0,0.0
1996,2,williams,3,225,26.0,2,1,1,2426,16.0,1.0,1.0
1996,2,benetton,22,225,9.0,0,2,2,2428,3.0,0.0,3.0
1996,2,ferrari,6,225,8.0,0,3,3,2427,4.0,0.0,2.0
1996,2,mclaren,1,225,5.0,0,4,4,2429,2.0,0.0,4.0
1996,2,tyrrell,25,225,3.0,0,5,5,2430,1.0,0.0,5.0
1996,2,ligier,27,225,1.0,0,6,6,2431,0.0,0.0,6.0
1996,2,sauber,15,225,0.0,0,7,7,2432,0.0,0.0,7.0
1996,2,footwork,29,225,0.0,0,8,8,2433,0.0,0.0,8.0
1996,2,minardi,18,225,0.0,0,9,9,2434,0.0,0.0,0.0
1996,2,forti,28,225,0.0,0,10,10,2435,0.0,0.0,0.0
1996,2,jordan,17,225,0.0,0,11,11,2436,0.0,0.0,0.0
1996,3,williams,3,226,42.0,3,1,1,2437,26.0,2.0,1.0
1996,3,benetton,22,226,13.0,0,2,2,2439,9.0,0.0,2.0
1996,3,ferrari,6,226,10.0,0,3,3,2438,8.0,0.0,3.0
1996,3,mclaren,1,226,5.0,0,4,4,2440,5.0,0.0,4.0
1996,3,jordan,17,226,3.0,0,5,5,2447,0.0,0.0,11.0
1996,3,tyrrell,25,226,3.0,0,6,6,2441,3.0,0.0,5.0
1996,3,ligier,27,226,1.0,0,7,7,2442,1.0,0.0,6.0
1996,3,footwork,29,226,1.0,0,8,8,2444,0.0,0.0,8.0
1996,3,sauber,15,226,0.0,0,9,9,2443,0.0,0.0,7.0
1996,3,forti,28,226,0.0,0,10,10,2446,0.0,0.0,10.0
1996,3,minardi,18,226,0.0,0,11,11,2445,0.0,0.0,9.0
1996,4,williams,3,227,55.0,4,1,1,2448,42.0,3.0,1.0
1996,4,ferrari,6,227,16.0,0,2,2,2449,10.0,0.0,3.0
1996,4,benetton,22,227,13.0,0,3,3,2450,13.0,0.0,2.0
1996,4,mclaren,1,227,9.0,0,4,4,2451,5.0,0.0,4.0
1996,4,jordan,17,227,6.0,0,5,5,2458,3.0,0.0,5.0
1996,4,tyrrell,25,227,3.0,0,6,6,2452,3.0,0.0,6.0
1996,4,ligier,27,227,1.0,0,7,7,2453,1.0,0.0,7.0
1996,4,footwork,29,227,1.0,0,8,8,2455,1.0,0.0,8.0
1996,4,sauber,15,227,0.0,0,9,9,2454,0.0,0.0,9.0
1996,4,forti,28,227,0.0,0,10,10,2457,0.0,0.0,10.0
1996,4,minardi,18,227,0.0,0,11,11,2456,0.0,0.0,11.0
1996,5,williams,3,228,65.0,5,1,1,2459,55.0,4.0,1.0
1996,5,ferrari,6,228,25.0,0,2,2,2460,16.0,0.0,2.0
1996,5,benetton,22,228,18.0,0,3,3,2461,13.0,0.0,3.0
1996,5,mclaren,1,228,9.0,0,4,4,2462,9.0,0.0,4.0
1996,5,jordan,17,228,8.0,0,5,5,2469,6.0,0.0,5.0
1996,5,tyrrell,25,228,3.0,0,6,6,2463,3.0,0.0,6.0
1996,5,ligier,27,228,1.0,0,7,7,2464,1.0,0.0,7.0
1996,5,footwork,29,228,1.0,0,8,8,2466,1.0,0.0,8.0
1996,5,sauber,15,228,0.0,0,9,9,2465,0.0,0.0,9.0
1996,5,minardi,18,228,0.0,0,10,10,2467,0.0,0.0,11.0
1996,5,forti,28,228,0.0,0,11,11,2468,0.0,0.0,10.0
1996,6,williams,3,229,65.0,5,1,1,2470,65.0,5.0,1.0
1996,6,ferrari,6,229,25.0,0,2,2,2471,25.0,0.0,2.0
1996,6,benetton,22,229,18.0,0,3,3,2472,18.0,0.0,3.0
1996,6,mclaren,1,229,16.0,0,4,4,2473,9.0,0.0,4.0
1996,6,ligier,27,229,11.0,1,5,5,2475,1.0,0.0,7.0
1996,6,jordan,17,229,8.0,0,6,6,2480,8.0,0.0,5.0
1996,6,sauber,15,229,7.0,0,7,7,2476,0.0,0.0,9.0
1996,6,tyrrell,25,229,5.0,0,8,8,2474,3.0,0.0,6.0
1996,6,footwork,29,229,1.0,0,9,9,2477,1.0,0.0,8.0
1996,6,minardi,18,229,0.0,0,10,10,2478,0.0,0.0,10.0
1996,6,forti,28,229,0.0,0,11,11,2479,0.0,0.0,11.0
1996,7,williams,3,230,69.0,5,1,1,2481,65.0,5.0,1.0
1996,7,ferrari,6,230,35.0,1,2,2,2482,25.0,0.0,2.0
1996,7,benetton,22,230,24.0,0,3,3,2483,18.0,0.0,3.0
1996,7,mclaren,1,230,18.0,0,4,4,2484,16.0,0.0,4.0
1996,7,ligier,27,230,12.0,1,5,5,2486,11.0,1.0,5.0
1996,7,sauber,15,230,10.0,0,6,6,2487,7.0,0.0,7.0
1996,7,jordan,17,230,8.0,0,7,7,2491,8.0,0.0,6.0
1996,7,tyrrell,25,230,5.0,0,8,8,2485,5.0,0.0,8.0
1996,7,footwork,29,230,1.0,0,9,9,2488,1.0,0.0,9.0
1996,7,minardi,18,230,0.0,0,10,10,2489,0.0,0.0,10.0
1996,7,forti,28,230,0.0,0,11,11,2490,0.0,0.0,11.0
1996,8,williams,3,231,85.0,6,1,1,2492,69.0,5.0,1.0
1996,8,ferrari,6,231,35.0,1,2,2,2493,35.0,1.0,2.0
1996,8,benetton,22,231,28.0,0,3,3,2494,24.0,0.0,3.0
1996,8,mclaren,1,231,23.0,0,4,4,2495,18.0,0.0,4.0
1996,8,ligier,27,231,12.0,1,5,5,2497,12.0,1.0,5.0
1996,8,sauber,15,231,10.0,0,6,6,2498,10.0,0.0,6.0
1996,8,jordan,17,231,9.0,0,7,7,2502,8.0,0.0,7.0
1996,8,tyrrell,25,231,5.0,0,8,8,2496,5.0,0.0,8.0
1996,8,footwork,29,231,1.0,0,9,9,2499,1.0,0.0,9.0
1996,8,minardi,18,231,0.0,0,10,10,2500,0.0,0.0,10.0
1996,8,forti,28,231,0.0,0,11,11,2501,0.0,0.0,11.0
1996,9,williams,3,232,101.0,7,1,1,2503,85.0,6.0,1.0
1996,9,ferrari,6,232,35.0,1,2,2,2504,35.0,1.0,2.0
1996,9,benetton,22,232,35.0,0,3,3,2505,28.0,0.0,3.0
1996,9,mclaren,1,232,26.0,0,4,4,2506,23.0,0.0,4.0
1996,9,ligier,27,232,12.0,1,5,5,2508,12.0,1.0,5.0
1996,9,sauber,15,232,10.0,0,6,6,2509,10.0,0.0,6.0
1996,9,jordan,17,232,9.0,0,7,7,2513,9.0,0.0,7.0
1996,9,tyrrell,25,232,5.0,0,8,8,2507,5.0,0.0,8.0
1996,9,footwork,29,232,1.0,0,9,9,2510,1.0,0.0,9.0
1996,9,minardi,18,232,0.0,0,10,10,2511,0.0,0.0,10.0
1996,9,forti,28,232,0.0,0,11,11,2512,0.0,0.0,11.0
1996,10,williams,3,233,111.0,8,1,1,2514,101.0,7.0,1.0
1996,10,benetton,22,233,41.0,0,2,2,2516,35.0,0.0,3.0
1996,10,ferrari,6,233,35.0,1,3,3,2515,35.0,1.0,2.0
1996,10,mclaren,1,233,32.0,0,4,4,2517,26.0,0.0,4.0
1996,10,jordan,17,233,13.0,0,5,5,2524,9.0,0.0,7.0
1996,10,ligier,27,233,12.0,1,6,6,2519,12.0,1.0,5.0
1996,10,sauber,15,233,10.0,0,7,7,2520,10.0,0.0,6.0
1996,10,tyrrell,25,233,5.0,0,8,8,2518,5.0,0.0,8.0
1996,10,footwork,29,233,1.0,0,9,9,2521,1.0,0.0,9.0
1996,10,minardi,18,233,0.0,0,10,10,2522,0.0,0.0,10.0
1996,10,forti,28,233,0.0,0,11,11,2523,0.0,0.0,11.0
1996,11,williams,3,234,125.0,9,1,1,2525,111.0,8.0,1.0
1996,11,benetton,22,234,47.0,0,2,2,2527,41.0,0.0,2.0
1996,11,ferrari,6,234,38.0,1,3,3,2526,35.0,1.0,3.0
1996,11,mclaren,1,234,34.0,0,4,4,2528,32.0,0.0,4.0
1996,11,jordan,17,234,14.0,0,5,5,2535,13.0,0.0,5.0
1996,11,ligier,27,234,12.0,1,6,6,2530,12.0,1.0,6.0
1996,11,sauber,15,234,10.0,0,7,7,2531,10.0,0.0,7.0
1996,11,tyrrell,25,234,5.0,0,8,8,2529,5.0,0.0,8.0
1996,11,footwork,29,234,1.0,0,9,9,2532,1.0,0.0,9.0
1996,11,minardi,18,234,0.0,0,10,10,2533,0.0,0.0,10.0
1996,11,forti,28,234,0.0,0,11,11,2534,0.0,0.0,11.0
1996,12,williams,3,235,141.0,10,1,1,2536,125.0,9.0,1.0
1996,12,benetton,22,235,51.0,0,2,2,2538,47.0,0.0,2.0
1996,12,ferrari,6,235,38.0,1,3,3,2537,38.0,1.0,3.0
1996,12,mclaren,1,235,37.0,0,4,4,2539,34.0,0.0,4.0
1996,12,jordan,17,235,15.0,0,5,5,2546,14.0,0.0,5.0
1996,12,ligier,27,235,14.0,1,6,6,2541,12.0,1.0,6.0
1996,12,sauber,15,235,10.0,0,7,7,2542,10.0,0.0,7.0
1996,12,tyrrell,25,235,5.0,0,8,8,2540,5.0,0.0,8.0
1996,12,footwork,29,235,1.0,0,9,9,2543,1.0,0.0,9.0
1996,12,minardi,18,235,0.0,0,10,10,2544,0.0,0.0,10.0
1996,12,forti,28,235,0.0,0,11,11,2545,0.0,0.0,11.0
1996,13,williams,3,236,149.0,10,1,1,2547,141.0,10.0,1.0
1996,13,benetton,22,236,55.0,0,2,2,2549,51.0,0.0,2.0
1996,13,ferrari,6,236,48.0,2,3,3,2548,38.0,1.0,3.0
1996,13,mclaren,1,236,41.0,0,4,4,2550,37.0,0.0,4.0
1996,13,jordan,17,236,15.0,0,5,5,2557,15.0,0.0,5.0
1996,13,ligier,27,236,14.0,1,6,6,2552,14.0,1.0,6.0
1996,13,sauber,15,236,10.0,0,7,7,2553,10.0,0.0,7.0
1996,13,tyrrell,25,236,5.0,0,8,8,2551,5.0,0.0,8.0
1996,13,footwork,29,236,1.0,0,9,9,2554,1.0,0.0,9.0
1996,13,minardi,18,236,0.0,0,10,10,2555,0.0,0.0,10.0
1996,13,forti,28,236,0.0,0,11,11,2556,0.0,0.0,11.0
1996,14,williams,3,237,149.0,10,1,1,2558,149.0,10.0,1.0
1996,14,benetton,22,237,61.0,0,2,2,2560,55.0,0.0,2.0
