season,round,constructorRef,constructorId,raceId,points_after_race,wins_after_race,position_after_race,positionText,constructorStandingsId,points,wins,position
1973,13,march,37,617,8.0,0,7,7,22177,8.0,0.0,7.0
1973,13,surtees,63,617,7.0,0,8,8,22184,7.0,0.0,8.0
1973,13,shadow,58,617,5.0,0,9,9,22185,5.0,0.0,9.0
1973,13,iso_marlboro,80,617,1.0,0,10,10,22176,1.0,0.0,10.0
1973,13,tecno,81,617,1.0,0,11,11,22186,1.0,0.0,11.0
1973,13,ensign,57,617,0.0,0,12,12,22187,0.0,0.0,12.0
1973,14,team_lotus,32,618,83.0,6,1,1,22195,77.0,6.0,2.0
1973,14,tyrrell,25,618,82.0,5,2,2,22194,80.0,5.0,1.0
1973,14,mclaren,1,618,55.0,3,3,3,22192,46.0,2.0,3.0
1973,14,brabham,34,618,18.0,0,4,4,22191,18.0,0.0,4.0
1973,14,ferrari,6,618,12.0,0,5,5,22193,12.0,0.0,5.0
1973,14,brm,66,618,12.0,0,6,6,22190,9.0,0.0,6.0
1973,14,shadow,58,618,9.0,0,7,7,22197,5.0,0.0,9.0
1973,14,march,37,618,8.0,0,8,8,22189,8.0,0.0,7.0
1973,14,surtees,63,618,7.0,0,9,9,22196,7.0,0.0,8.0
1973,14,iso_marlboro,80,618,2.0,0,10,10,22188,1.0,0.0,10.0
1973,14,tecno,81,618,1.0,0,11,11,22198,1.0,0.0,11.0
1973,14,ensign,57,618,0.0,0,12,12,22199,0.0,0.0,12.0
1973,15,team_lotus,32,619,92.0,7,1,1,22207,83.0,6.0,1.0
1973,15,tyrrell,25,619,82.0,5,2,2,22206,82.0,5.0,2.0
1973,15,mclaren,1,619,58.0,3,3,3,22204,55.0,3.0,3.0
1973,15,brabham,34,619,22.0,0,4,4,22203,18.0,0.0,4.0
1973,15,march,37,619,14.0,0,5,5,22201,8.0,0.0,8.0
1973,15,ferrari,6,619,12.0,0,6,6,22205,12.0,0.0,5.0
1973,15,brm,66,619,12.0,0,7,7,22202,12.0,0.0,6.0
1973,15,shadow,58,619,9.0,0,8,8,22209,9.0,0.0,7.0
1973,15,surtees,63,619,7.0,0,9,9,22208,7.0,0.0,9.0
1973,15,iso_marlboro,80,619,2.0,0,10,10,22200,2.0,0.0,10.0
1973,15,tecno,81,619,1.0,0,11,11,22210,1.0,0.0,11.0
1973,15,ensign,57,619,0.0,0,12,12,22211,0.0,0.0,12.0
1974,1,mclaren,1,590,9.0,1,1,1,22218,0.0,0.0,0.0
1974,1,ferrari,6,590,6.0,0,2,2,22217,0.0,0.0,0.0
1974,1,brm,66,590,2.0,0,3,3,22216,0.0,0.0,0.0
1974,1,tyrrell,25,590,1.0,0,4,4,22215,0.0,0.0,0.0
1974,1,brabham,34,590,0.0,0,5,5,22214,0.0,0.0,0.0
1974,1,march,37,590,0.0,0,6,6,22213,0.0,0.0,0.0
1974,1,lola,26,590,0.0,0,7,7,22212,0.0,0.0,0.0
1974,1,team_lotus,32,590,0.0,0,8,8,22219,0.0,0.0,0.0
1974,1,surtees,63,590,0.0,0,9,9,22220,0.0,0.0,0.0
1974,1,iso_marlboro,80,590,0.0,0,10,10,22221,0.0,0.0,0.0
1974,1,shadow,58,590,0.0,0,11,11,22222,0.0,0.0,0.0
1974,2,mclaren,1,591,18.0,2,1,1,22229,9.0,1.0,1.0
1974,2,ferrari,6,591,12.0,0,2,2,22228,6.0,0.0,2.0
1974,2,team_lotus,32,591,4.0,0,3,3,22231,0.0,0.0,8.0
1974,2,surtees,63,591,3.0,0,4,4,22230,0.0,0.0,9.0
1974,2,brm,66,591,2.0,0,5,5,22227,2.0,0.0,3.0
1974,2,tyrrell,25,591,1.0,0,6,6,22226,1.0,0.0,4.0
1974,2,brabham,34,591,0.0,0,7,7,22225,0.0,0.0,5.0
1974,2,march,37,591,0.0,0,8,8,22224,0.0,0.0,6.0
1974,2,lola,26,591,0.0,0,9,9,22223,0.0,0.0,7.0
1974,2,shadow,58,591,0.0,0,10,10,22233,0.0,0.0,11.0
1974,2,iso_marlboro,80,591,0.0,0,11,11,22232,0.0,0.0,10.0
1974,3,mclaren,1,592,22.0,2,1,1,22240,18.0,2.0,1.0
1974,3,ferrari,6,592,12.0,0,2,2,22239,12.0,0.0,2.0
1974,3,brabham,34,592,9.0,1,3,3,22236,0.0,0.0,7.0
1974,3,brm,66,592,8.0,0,4,4,22238,2.0,0.0,5.0
1974,3,team_lotus,32,592,4.0,0,5,5,22242,4.0,0.0,3.0
1974,3,tyrrell,25,592,4.0,0,6,6,22237,1.0,0.0,6.0
1974,3,surtees,63,592,3.0,0,7,7,22241,3.0,0.0,4.0
1974,3,march,37,592,2.0,0,8,8,22235,0.0,0.0,8.0
1974,3,iso_marlboro,80,592,1.0,0,9,9,22243,0.0,0.0,11.0
1974,3,lola,26,592,0.0,0,10,10,22234,0.0,0.0,9.0
1974,3,shadow,58,592,0.0,0,11,11,22244,0.0,0.0,10.0
1974,3,hesketh,64,592,0.0,0,12,12,22245,0.0,0.0,0.0
1974,4,mclaren,1,593,26.0,2,1,1,22252,22.0,2.0,1.0
1974,4,ferrari,6,593,21.0,1,2,2,22251,12.0,0.0,2.0
1974,4,brabham,34,593,9.0,1,3,3,22248,9.0,1.0,3.0
1974,4,brm,66,593,8.0,0,4,4,22250,8.0,0.0,4.0
1974,4,tyrrell,25,593,6.0,0,5,5,22249,4.0,0.0,6.0
1974,4,march,37,593,5.0,0,6,6,22247,2.0,0.0,8.0
1974,4,team_lotus,32,593,4.0,0,7,7,22254,4.0,0.0,5.0
1974,4,surtees,63,593,3.0,0,8,8,22253,3.0,0.0,7.0
1974,4,iso_marlboro,80,593,1.0,0,9,9,22255,1.0,0.0,9.0
1974,4,shadow,58,593,0.0,0,10,10,22258,0.0,0.0,11.0
1974,4,hesketh,64,593,0.0,0,11,11,22257,0.0,0.0,12.0
1974,4,lola,26,593,0.0,0,12,12,22246,0.0,0.0,10.0
1974,4,trojan,77,593,0.0,0,13,13,22256,0.0,0.0,0.0
1974,4,amon,78,593,0.0,0,14,14,22259,0.0,0.0,0.0
1974,5,mclaren,1,594,35.0,3,1,1,22266,26.0,2.0,1.0
1974,5,ferrari,6,594,27.0,1,2,2,22265,21.0,1.0,2.0
1974,5,brm,66,594,10.0,0,3,3,22264,8.0,0.0,4.0
1974,5,tyrrell,25,594,10.0,0,4,4,22263,6.0,0.0,5.0
1974,5,brabham,34,594,9.0,1,5,5,22262,9.0,1.0,3.0
1974,5,march,37,594,5.0,0,6,6,22261,5.0,0.0,6.0
1974,5,team_lotus,32,594,4.0,0,7,7,22268,4.0,0.0,7.0
1974,5,surtees,63,594,3.0,0,8,8,22267,3.0,0.0,8.0
1974,5,iso_marlboro,80,594,1.0,0,9,9,22269,1.0,0.0,9.0
1974,5,shadow,58,594,0.0,0,10,10,22272,0.0,0.0,10.0
1974,5,lola,26,594,0.0,0,11,11,22260,0.0,0.0,12.0
1974,5,trojan,77,594,0.0,0,12,12,22270,0.0,0.0,13.0
1974,5,hesketh,64,594,0.0,0,13,13,22271,0.0,0.0,11.0
1974,5,ensign,57,594,0.0,0,14,14,22273,0.0,0.0,0.0
1974,5,token,79,594,0.0,0,15,15,22275,0.0,0.0,0.0
1974,5,amon,78,594,0.0,0,16,16,22274,0.0,0.0,14.0
1974,6,mclaren,1,595,37.0,3,1,1,22282,35.0,3.0,1.0
1974,6,ferrari,6,595,30.0,1,2,2,22281,27.0,1.0,2.0
1974,6,tyrrell,25,595,16.0,0,3,3,22279,10.0,0.0,4.0
1974,6,team_lotus,32,595,13.0,1,4,4,22284,4.0,0.0,7.0
1974,6,brabham,34,595,10.0,1,5,5,22278,9.0,1.0,5.0
1974,6,brm,66,595,10.0,0,6,6,22280,10.0,0.0,3.0
1974,6,march,37,595,5.0,0,7,7,22277,5.0,0.0,6.0
1974,6,shadow,58,595,4.0,0,8,8,22288,0.0,0.0,10.0
1974,6,surtees,63,595,3.0,0,9,9,22283,3.0,0.0,8.0
1974,6,iso_marlboro,80,595,1.0,0,10,10,22285,1.0,0.0,9.0
1974,6,lola,26,595,0.0,0,11,11,22276,0.0,0.0,11.0
1974,6,trojan,77,595,0.0,0,12,12,22286,0.0,0.0,12.0
1974,6,hesketh,64,595,0.0,0,13,13,22287,0.0,0.0,13.0
1974,6,ensign,57,595,0.0,0,14,14,22289,0.0,0.0,14.0
1974,6,token,79,595,0.0,0,15,15,22291,0.0,0.0,15.0
1974,6,amon,78,595,0.0,0,16,16,22290,0.0,0.0,16.0
1974,7,mclaren,1,596,40.0,3,1,1,22298,37.0,3.0,1.0
1974,7,ferrari,6,596,30.0,1,2,2,22297,30.0,1.0,2.0
1974,7,tyrrell,25,596,25.0,1,3,3,22295,16.0,0.0,3.0
1974,7,team_lotus,32,596,13.0,1,4,4,22300,13.0,1.0,4.0
1974,7,brabham,34,596,10.0,1,5,5,22294,10.0,1.0,5.0
1974,7,brm,66,596,10.0,0,6,6,22296,10.0,0.0,6.0
1974,7,shadow,58,596,6.0,0,7,7,22304,4.0,0.0,8.0
1974,7,march,37,596,5.0,0,8,8,22293,5.0,0.0,7.0
1974,7,hesketh,64,596,4.0,0,9,9,22303,0.0,0.0,13.0
1974,7,surtees,63,596,3.0,0,10,10,22299,3.0,0.0,9.0
1974,7,lola,26,596,1.0,0,11,11,22292,0.0,0.0,11.0
1974,7,iso_marlboro,80,596,1.0,0,12,12,22301,1.0,0.0,10.0
1974,7,trojan,77,596,0.0,0,13,13,22302,0.0,0.0,12.0
1974,7,ensign,57,596,0.0,0,14,14,22305,0.0,0.0,14.0
1974,7,token,79,596,0.0,0,15,15,22307,0.0,0.0,15.0
1974,7,amon,78,596,0.0,0,16,16,22306,0.0,0.0,16.0
1974,8,mclaren,1,597,42.0,3,1,1,22314,40.0,3.0,1.0
1974,8,ferrari,6,597,39.0,2,2,2,22313,30.0,1.0,2.0
1974,8,tyrrell,25,597,27.0,1,3,3,22311,25.0,1.0,3.0
1974,8,team_lotus,32,597,13.0,1,4,4,22316,13.0,1.0,4.0
1974,8,brabham,34,597,10.0,1,5,5,22310,10.0,1.0,5.0
1974,8,brm,66,597,10.0,0,6,6,22312,10.0,0.0,6.0
1974,8,shadow,58,597,6.0,0,7,7,22320,6.0,0.0,7.0
1974,8,march,37,597,5.0,0,8,8,22309,5.0,0.0,8.0
1974,8,hesketh,64,597,4.0,0,9,9,22319,4.0,0.0,9.0
1974,8,surtees,63,597,3.0,0,10,10,22315,3.0,0.0,10.0
1974,8,lola,26,597,1.0,0,11,11,22308,1.0,0.0,11.0
1974,8,iso_marlboro,80,597,1.0,0,12,12,22317,1.0,0.0,12.0
1974,8,trojan,77,597,0.0,0,13,13,22318,0.0,0.0,13.0
1974,8,ensign,57,597,0.0,0,14,14,22321,0.0,0.0,14.0
1974,8,token,79,597,0.0,0,15,15,22323,0.0,0.0,15.0
1974,8,amon,78,597,0.0,0,16,16,22322,0.0,0.0,16.0
1974,9,ferrari,6,598,45.0,2,1,1,22329,39.0,2.0,2.0
1974,9,mclaren,1,598,43.0,3,2,2,22330,42.0,3.0,1.0
1974,9,tyrrell,25,598,30.0,1,3,3,22327,27.0,1.0,3.0
1974,9,team_lotus,32,598,22.0,2,4,4,22332,13.0,1.0,4.0
1974,9,brabham,34,598,10.0,1,5,5,22326,10.0,1.0,5.0
1974,9,brm,66,598,10.0,0,6,6,22328,10.0,0.0,6.0
1974,9,shadow,58,598,6.0,0,7,7,22336,6.0,0.0,7.0
1974,9,march,37,598,5.0,0,8,8,22325,5.0,0.0,8.0
1974,9,hesketh,64,598,4.0,0,9,9,22335,4.0,0.0,9.0
1974,9,surtees,63,598,3.0,0,10,10,22331,3.0,0.0,10.0
1974,9,lola,26,598,1.0,0,11,11,22324,1.0,0.0,11.0
1974,9,iso_marlboro,80,598,1.0,0,12,12,22333,1.0,0.0,12.0
1974,9,trojan,77,598,0.0,0,13,13,22334,0.0,0.0,13.0
1974,9,ensign,57,598,0.0,0,14,14,22337,0.0,0.0,14.0
1974,9,token,79,598,0.0,0,15,15,22339,0.0,0.0,15.0
1974,9,amon,78,598,0.0,0,16,16,22338,0.0,0.0,16.0
1974,10,mclaren,1,599,49.0,3,1,1,22346,43.0,3.0,2.0
1974,10,ferrari,6,599,48.0,2,2,2,22345,45.0,2.0,1.0
1974,10,tyrrell,25,599,39.0,2,3,3,22343,30.0,1.0,3.0
1974,10,team_lotus,32,599,26.0,2,4,4,22348,22.0,2.0,4.0
1974,10,brabham,34,599,11.0,1,5,5,22342,10.0,1.0,5.0
1974,10,brm,66,599,10.0,0,6,6,22344,10.0,0.0,6.0
1974,10,shadow,58,599,6.0,0,7,7,22352,6.0,0.0,7.0
1974,10,march,37,599,5.0,0,8,8,22341,5.0,0.0,8.0
1974,10,hesketh,64,599,4.0,0,9,9,22351,4.0,0.0,9.0
1974,10,surtees,63,599,3.0,0,10,10,22347,3.0,0.0,10.0
1974,10,lola,26,599,1.0,0,11,11,22340,1.0,0.0,11.0
1974,10,iso_marlboro,80,599,1.0,0,12,12,22349,1.0,0.0,12.0
1974,10,trojan,77,599,0.0,0,13,13,22350,0.0,0.0,13.0
1974,10,ensign,57,599,0.0,0,14,14,22353,0.0,0.0,14.0
1974,10,token,79,599,0.0,0,15,15,22355,0.0,0.0,15.0
1974,10,amon,78,599,0.0,0,16,16,22354,0.0,0.0,16.0
1974,10,lyncar,76,599,0.0,0,17,17,22356,0.0,0.0,0.0
1974,10,maki,74,599,0.0,0,18,18,22357,0.0,0.0,0.0
1974,11,ferrari,6,600,57.0,3,1,1,22363,48.0,2.0,2.0
1974,11,mclaren,1,600,49.0,3,2,2,22364,49.0,3.0,1.0
1974,11,tyrrell,25,600,45.0,2,3,3,22361,39.0,2.0,3.0
1974,11,team_lotus,32,600,29.0,2,4,4,22366,26.0,2.0,4.0
1974,11,brabham,34,600,15.0,1,5,5,22360,11.0,1.0,5.0
1974,11,brm,66,600,10.0,0,6,6,22362,10.0,0.0,6.0
1974,11,shadow,58,600,7.0,0,7,7,22370,6.0,0.0,7.0
1974,11,march,37,600,5.0,0,8,8,22359,5.0,0.0,8.0
1974,11,hesketh,64,600,4.0,0,9,9,22369,4.0,0.0,9.0
1974,11,surtees,63,600,3.0,0,10,10,22365,3.0,0.0,10.0
1974,11,lola,26,600,1.0,0,11,11,22358,1.0,0.0,11.0
1974,11,iso_marlboro,80,600,1.0,0,12,12,22367,1.0,0.0,12.0
1974,11,trojan,77,600,0.0,0,13,13,22368,0.0,0.0,13.0
1974,11,token,79,600,0.0,0,14,14,22372,0.0,0.0,15.0
1974,11,ensign,57,600,0.0,0,15,15,22371,0.0,0.0,14.0
1974,11,amon,78,600,0.0,0,16,16,22373,0.0,0.0,16.0
1974,11,lyncar,76,600,0.0,0,17,17,22374,0.0,0.0,17.0
1974,11,maki,74,600,0.0,0,18,18,22375,0.0,0.0,18.0
1974,12,ferrari,6,601,59.0,3,1,1,22381,57.0,3.0,1.0
1974,12,mclaren,1,601,55.0,3,2,2,22382,49.0,3.0,2.0
1974,12,tyrrell,25,601,45.0,2,3,3,22379,45.0,2.0,3.0
1974,12,team_lotus,32,601,29.0,2,4,4,22384,29.0,2.0,4.0
1974,12,brabham,34,601,24.0,2,5,5,22378,15.0,1.0,5.0
1974,12,brm,66,601,10.0,0,6,6,22380,10.0,0.0,6.0
1974,12,hesketh,64,601,8.0,0,7,7,22387,4.0,0.0,9.0
1974,12,shadow,58,601,7.0,0,8,8,22388,7.0,0.0,7.0
1974,12,march,37,601,6.0,0,9,9,22377,5.0,0.0,8.0
1974,12,surtees,63,601,3.0,0,10,10,22383,3.0,0.0,10.0
1974,12,lola,26,601,1.0,0,11,11,22376,1.0,0.0,11.0
1974,12,iso_marlboro,80,601,1.0,0,12,12,22385,1.0,0.0,12.0
1974,12,trojan,77,601,0.0,0,13,13,22386,0.0,0.0,13.0
1974,12,token,79,601,0.0,0,14,14,22390,0.0,0.0,14.0
1974,12,ensign,57,601,0.0,0,15,15,22389,0.0,0.0,15.0
1974,12,amon,78,601,0.0,0,16,16,22391,0.0,0.0,16.0
1974,12,lyncar,76,601,0.0,0,17,17,22392,0.0,0.0,17.0
1974,12,maki,74,601,0.0,0,18,18,22393,0.0,0.0,18.0
1974,13,mclaren,1,602,61.0,3,1,1,22400,55.0,3.0,2.0
1974,13,ferrari,6,602,59.0,3,2,2,22399,59.0,3.0,1.0
1974,13,tyrrell,25,602,49.0,2,3,3,22397,45.0,2.0,3.0
1974,13,team_lotus,32,602,38.0,3,4,4,22402,29.0,2.0,4.0
1974,13,brabham,34,602,26.0,2,5,5,22396,24.0,2.0,5.0
1974,13,brm,66,602,10.0,0,6,6,22398,10.0,0.0,6.0
1974,13,hesketh,64,602,8.0,0,7,7,22405,8.0,0.0,7.0
1974,13,shadow,58,602,7.0,0,8,8,22406,7.0,0.0,8.0
1974,13,march,37,602,6.0,0,9,9,22395,6.0,0.0,9.0
1974,13,iso_marlboro,80,602,4.0,0,10,10,22403,1.0,0.0,12.0
1974,13,surtees,63,602,3.0,0,11,11,22401,3.0,0.0,10.0
1974,13,lola,26,602,1.0,0,12,12,22394,1.0,0.0,11.0
1974,13,trojan,77,602,0.0,0,13,13,22404,0.0,0.0,13.0
1974,13,token,79,602,0.0,0,14,14,22408,0.0,0.0,14.0
1974,13,ensign,57,602,0.0,0,15,15,22407,0.0,0.0,15.0
1974,13,amon,78,602,0.0,0,16,16,22409,0.0,0.0,16.0
1974,13,lyncar,76,602,0.0,0,17,17,22410,0.0,0.0,17.0
1974,13,maki,74,602,0.0,0,18,18,22411,0.0,0.0,18.0
1974,14,mclaren,1,603,70.0,4,1,1,22418,61.0,3.0,1.0
1974,14,ferrari,6,603,65.0,3,2,2,22417,59.0,3.0,2.0
1974,14,tyrrell,25,603,51.0,2,3,3,22415,49.0,2.0,3.0
1974,14,team_lotus,32,603,42.0,3,4,4,22420,38.0,3.0,4.0
1974,14,brabham,34,603,26.0,2,5,5,22414,26.0,2.0,5.0
1974,14,hesketh,64,603,11.0,0,6,6,22423,8.0,0.0,7.0
1974,14,brm,66,603,10.0,0,7,7,22416,10.0,0.0,6.0
1974,14,shadow,58,603,7.0,0,8,8,22424,7.0,0.0,8.0
1974,14,march,37,603,6.0,0,9,9,22413,6.0,0.0,9.0
1974,14,iso_marlboro,80,603,4.0,0,10,10,22421,4.0,0.0,10.0
1974,14,surtees,63,603,3.0,0,11,11,22419,3.0,0.0,11.0
1974,14,lola,26,603,1.0,0,12,12,22412,1.0,0.0,12.0
1974,14,parnelli,73,603,0.0,0,13,13,22428,0.0,0.0,0.0
1974,14,trojan,77,603,0.0,0,14,14,22422,0.0,0.0,13.0
1974,14,penske,67,603,0.0,0,15,15,22427,0.0,0.0,0.0
1974,14,token,79,603,0.0,0,16,16,22426,0.0,0.0,14.0
1974,14,ensign,57,603,0.0,0,17,17,22425,0.0,0.0,15.0
1974,14,amon,78,603,0.0,0,18,18,22429,0.0,0.0,16.0
1974,14,lyncar,76,603,0.0,0,19,19,22430,0.0,0.0,17.0
1974,14,maki,74,603,0.0,0,20,20,22431,0.0,0.0,18.0
1974,15,mclaren,1,604,73.0,4,1,1,22438,70.0,4.0,1.0
1974,15,ferrari,6,604,65.0,3,2,2,22437,65.0,3.0,2.0
1974,15,tyrrell,25,604,52.0,2,3,3,22435,51.0,2.0,3.0
1974,15,team_lotus,32,604,42.0,3,4,4,22440,42.0,3.0,4.0
1974,15,brabham,34,604,35.0,3,5,5,22434,26.0,2.0,5.0
1974,15,hesketh,64,604,15.0,0,6,6,22443,11.0,0.0,6.0
1974,15,brm,66,604,10.0,0,7,7,22436,10.0,0.0,7.0
1974,15,shadow,58,604,7.0,0,8,8,22444,7.0,0.0,8.0
1974,15,march,37,604,6.0,0,9,9,22433,6.0,0.0,9.0
1974,15,iso_marlboro,80,604,4.0,0,10,10,22441,4.0,0.0,10.0
1974,15,surtees,63,604,3.0,0,11,11,22439,3.0,0.0,11.0
1974,15,lola,26,604,1.0,0,12,12,22432,1.0,0.0,12.0
1974,15,parnelli,73,604,0.0,0,13,13,22448,0.0,0.0,13.0
1974,15,trojan,77,604,0.0,0,14,14,22442,0.0,0.0,14.0
1974,15,penske,67,604,0.0,0,15,15,22447,0.0,0.0,15.0
1974,15,token,79,604,0.0,0,16,16,22446,0.0,0.0,16.0
1974,15,ensign,57,604,0.0,0,17,17,22445,0.0,0.0,17.0
1974,15,amon,78,604,0.0,0,18,18,22449,0.0,0.0,18.0
1974,15,lyncar,76,604,0.0,0,19,19,22450,0.0,0.0,19.0
1974,15,maki,74,604,0.0,0,20,20,22451,0.0,0.0,20.0
1975,1,mclaren,1,576,9.0,1,1,1,22461,0.0,0.0,0.0
1975,1,hesketh,64,576,6.0,0,2,2,22460,0.0,0.0,0.0
1975,1,brabham,34,576,4.0,0,3,3,22459,0.0,0.0,0.0
1975,1,ferrari,6,576,3.0,0,4,4,22458,0.0,0.0,0.0
1975,1,tyrrell,25,576,2.0,0,5,5,22457,0.0,0.0,0.0
1975,1,penske,67,576,0.0,0,6,6,22456,0.0,0.0,0.0
1975,1,team_lotus,32,576,0.0,0,7,7,22455,0.0,0.0,0.0
1975,1,march,37,576,0.0,0,8,8,22454,0.0,0.0,0.0
1975,1,lola,26,576,0.0,0,9,9,22453,0.0,0.0,0.0
1975,1,shadow-ford,202,576,0.0,0,10,10,22452,0.0,0.0,0.0
1975,1,williams,3,576,0.0,0,11,11,22462,0.0,0.0,0.0
1975,1,parnelli,73,576,0.0,0,12,12,22463,0.0,0.0,0.0
1975,1,brm,66,576,0.0,0,13,13,22464,0.0,0.0,0.0
1975,1,fittipaldi,56,576,0.0,0,14,14,22465,0.0,0.0,0.0
1975,2,mclaren,1,577,15.0,1,1,1,22475,9.0,1.0,1.0
1975,2,brabham,34,577,13.0,1,2,2,22473,4.0,0.0,3.0
1975,2,hesketh,64,577,7.0,0,3,3,22474,6.0,0.0,2.0
1975,2,ferrari,6,577,6.0,0,4,4,22472,3.0,0.0,4.0
1975,2,tyrrell,25,577,2.0,0,5,5,22471,2.0,0.0,5.0
1975,2,parnelli,73,577,0.0,0,6,6,22479,0.0,0.0,12.0
1975,2,penske,67,577,0.0,0,7,7,22470,0.0,0.0,6.0
1975,2,team_lotus,32,577,0.0,0,8,8,22469,0.0,0.0,7.0
1975,2,march,37,577,0.0,0,9,9,22468,0.0,0.0,8.0
1975,2,lola,26,577,0.0,0,10,10,22467,0.0,0.0,9.0
1975,2,surtees,63,577,0.0,0,11,11,22478,0.0,0.0,0.0
1975,2,williams,3,577,0.0,0,12,12,22477,0.0,0.0,11.0
1975,2,shadow-ford,202,577,0.0,0,13,13,22466,0.0,0.0,10.0
1975,2,fittipaldi,56,577,0.0,0,14,14,22476,0.0,0.0,14.0
1975,2,brm,66,577,0.0,0,15,15,22480,0.0,0.0,13.0
1975,3,brabham,34,578,19.0,1,1,1,22488,13.0,1.0,2.0
1975,3,mclaren,1,578,16.0,1,2,2,22490,15.0,1.0,1.0
1975,3,tyrrell,25,578,11.0,1,3,3,22486,2.0,0.0,5.0
1975,3,ferrari,6,578,8.0,0,4,4,22487,6.0,0.0,4.0
1975,3,hesketh,64,578,7.0,0,5,5,22489,7.0,0.0,3.0
1975,3,penske,67,578,0.0,0,6,6,22485,0.0,0.0,7.0
1975,3,parnelli,73,578,0.0,0,7,7,22494,0.0,0.0,6.0
1975,3,hill,75,578,0.0,0,8,8,22496,0.0,0.0,0.0
1975,3,team_lotus,32,578,0.0,0,9,9,22484,0.0,0.0,8.0
1975,3,shadow-ford,202,578,0.0,0,10,10,22481,0.0,0.0,13.0
1975,3,march,37,578,0.0,0,11,11,22483,0.0,0.0,9.0
1975,3,lola,26,578,0.0,0,12,12,22482,0.0,0.0,10.0
1975,3,surtees,63,578,0.0,0,13,13,22493,0.0,0.0,11.0
1975,3,williams,3,578,0.0,0,14,14,22492,0.0,0.0,12.0
1975,3,fittipaldi,56,578,0.0,0,15,15,22491,0.0,0.0,14.0
1975,3,brm,66,578,0.0,0,16,16,22495,0.0,0.0,15.0
1975,4,brabham,34,579,21.0,1,1,1,22504,19.0,1.0,1.0
1975,4,mclaren,1,579,20.5,2,2,2,22506,16.0,1.0,2.0
1975,4,tyrrell,25,579,11.0,1,3,3,22502,11.0,1.0,3.0
1975,4,ferrari,6,579,8.0,0,4,4,22503,8.0,0.0,4.0
1975,4,hesketh,64,579,7.0,0,5,5,22505,7.0,0.0,5.0
1975,4,team_lotus,32,579,3.0,0,6,6,22500,0.0,0.0,9.0
1975,4,shadow-ford,202,579,1.5,0,7,7,22497,0.0,0.0,10.0
1975,4,march,37,579,1.0,0,8,8,22499,0.0,0.0,11.0
1975,4,penske,67,579,0.0,0,9,9,22501,0.0,0.0,6.0
1975,4,williams,3,579,0.0,0,10,10,22508,0.0,0.0,14.0
1975,4,parnelli,73,579,0.0,0,11,11,22510,0.0,0.0,7.0
1975,4,hill,75,579,0.0,0,12,12,22512,0.0,0.0,8.0
1975,4,surtees,63,579,0.0,0,13,13,22509,0.0,0.0,13.0
1975,4,lola,26,579,0.0,0,14,14,22498,0.0,0.0,12.0
1975,4,fittipaldi,56,579,0.0,0,15,15,22507,0.0,0.0,15.0
1975,4,brm,66,579,0.0,0,16,16,22511,0.0,0.0,16.0
1975,4,ensign,57,579,0.0,0,17,17,22513,0.0,0.0,0.0
1975,5,mclaren,1,580,26.5,2,1,1,22523,20.5,2.0,2.0
1975,5,brabham,34,580,25.0,1,2,2,22521,21.0,1.0,1.0
1975,5,ferrari,6,580,17.0,1,3,3,22520,8.0,0.0,4.0
1975,5,tyrrell,25,580,13.0,1,4,4,22519,11.0,1.0,3.0
1975,5,hesketh,64,580,7.0,0,5,5,22522,7.0,0.0,5.0
1975,5,team_lotus,32,580,6.0,0,6,6,22517,3.0,0.0,6.0
1975,5,shadow-ford,202,580,1.5,0,7,7,22514,1.5,0.0,7.0
1975,5,march,37,580,1.0,0,8,8,22516,1.0,0.0,8.0
1975,5,penske,67,580,0.0,0,9,9,22518,0.0,0.0,9.0
1975,5,williams,3,580,0.0,0,10,10,22525,0.0,0.0,10.0
1975,5,parnelli,73,580,0.0,0,11,11,22527,0.0,0.0,11.0
1975,5,hill,75,580,0.0,0,12,12,22529,0.0,0.0,12.0
1975,5,surtees,63,580,0.0,0,13,13,22526,0.0,0.0,13.0
1975,5,lola,26,580,0.0,0,14,14,22515,0.0,0.0,14.0
1975,5,fittipaldi,56,580,0.0,0,15,15,22524,0.0,0.0,15.0
1975,5,brm,66,580,0.0,0,16,16,22528,0.0,0.0,16.0
1975,5,ensign,57,580,0.0,0,17,17,22530,0.0,0.0,17.0
1975,6,brabham,34,581,29.0,1,1,1,22538,25.0,1.0,2.0
1975,6,mclaren,1,581,26.5,2,2,2,22540,26.5,2.0,1.0
1975,6,ferrari,6,581,26.0,2,3,3,22537,17.0,1.0,3.0
1975,6,tyrrell,25,581,19.0,1,4,4,22536,13.0,1.0,4.0
1975,6,hesketh,64,581,7.0,0,5,5,22539,7.0,0.0,5.0
1975,6,team_lotus,32,581,6.0,0,6,6,22534,6.0,0.0,6.0
1975,6,shadow-ford,202,581,2.5,0,7,7,22531,1.5,0.0,7.0
1975,6,march,37,581,1.0,0,8,8,22533,1.0,0.0,8.0
1975,6,penske,67,581,0.0,0,9,9,22535,0.0,0.0,9.0
1975,6,williams,3,581,0.0,0,10,10,22542,0.0,0.0,10.0
1975,6,parnelli,73,581,0.0,0,11,11,22544,0.0,0.0,11.0
1975,6,hill,75,581,0.0,0,12,12,22546,0.0,0.0,12.0
1975,6,surtees,63,581,0.0,0,13,13,22543,0.0,0.0,13.0
1975,6,brm,66,581,0.0,0,14,14,22545,0.0,0.0,16.0
